Fiscal Year,Region,Country,Project ID,Project Name,URL,TTL,Lending Instrument,Sector Board,Product Line,IDA Education Commitments (US$M),IBRD Education Commitments (US$M),Other Financing for Education,Total Commitments for Education (US$M),Education as % of Total Commitment
FY03,East Asia & Pacific,Indonesia,P073772,Health Workforce & Services and Third Provincial Health Project,http://www.worldbank.org/projects/P073772?lang=en,"Marzoeki,Puti",Specific Investment Loan,"Health, Nutrition & Population",IBRD/IDA,11.18,4.67,0,15.84,15%
FY03,East Asia & Pacific,Indonesia,P079156,Third Kecamatan Development Project,http://www.worldbank.org/projects/P079156?lang=en,"Tomlinson,Kevin A",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,6.83,30.65,0,37.47,15%
FY03,East Asia & Pacific,Philippines,P077012,Kapitbisig Laban Sa Kahirapan-Comprehensive And Integrated Delivery of Social Services Project,http://www.worldbank.org/projects/P077012?lang=en,"Padua,Maria Loreto",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,20,0,20,20%
FY03,East Asia & Pacific,Timor-Leste,P075796,Transition Support Program Post Conflict Grant,http://www.worldbank.org/projects/P075796?lang=en,"Fozzard,Adrian",Poverty Reduction Support Credit,Finance & Markets,Recipient Executed Activities,0,0,7.51,7.51,15%
FY03,East Asia & Pacific,Vietnam,P044803,Primary Education For Disadvantaged Children Project,http://www.worldbank.org/projects/P044803?lang=en,"Vu,Binh Thanh",Specific Investment Loan,Education,IBRD/IDA,137.37,0,0,137.37,99%
FY03,East Asia & Pacific,Vietnam,P075398,Poverty Reduction Support Credit II,http://www.worldbank.org/projects/P075398?lang=en,"Rama,Martin G.",Poverty Reduction Support Credit,Poverty and Equity,IBRD/IDA,15,0,0,15,15%
FY03,East Asia & Pacific,Vietnam,P079783,Budget process reform for social sectors (linked to PRSC #4/5 & ASEM Grant),http://www.worldbank.org/projects/P079783?lang=en,"Mai,Thanh Thi",Technical Assistance Loan,"Health, Nutrition & Population",Recipient Executed Activities,0,0,0.23,0.23,50%
FY03,Europe & Central Asia,Azerbaijan,P070989,Education Sector Development Project,http://www.worldbank.org/projects/P070989?lang=en,"Moreno Olmedilla,Juan Manuel",Adaptable Program Loan,Education,IBRD/IDA,12.6,0,0,12.6,70%
FY03,Europe & Central Asia,Bulgaria,P069532,Social Investment & Employment Promotion Project (SIEP),http://www.worldbank.org/projects/P069532?lang=en,"Pojarski,Peter Ivanov",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0,5,0,5,10%
FY03,Europe & Central Asia,Georgia,P074361,Social Investment Fund 2 Project (SIF 2),http://www.worldbank.org/projects/P074361?lang=en,"Posarac,Aleksandra",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,3,0,0,3,20%
FY03,Europe & Central Asia,Georgia,P080376,Georgia Earthquake Work,http://www.worldbank.org/projects/P080376?lang=en,"Posarac,Aleksandra",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,5,0,0,5,100%
FY03,Europe & Central Asia,Kosovo,P079260,Education Participation Improvement Project,http://www.worldbank.org/projects/P079260?lang=en,"Ridao-Cano,Cristobal",Specific Investment Loan,Education,IBRD/IDA,3.42,0,0,3.42,76%
FY03,Europe & Central Asia,Kyrgyz Republic,P071061,Governance Structural Adjustment Credit (GSAC),http://www.worldbank.org/projects/P071061?lang=en,"Clarke,Roland N.",Structural Adjustment Loan,Governance,IBRD/IDA,1,0,0,1,5%
FY03,Europe & Central Asia,Romania,P073967,Rural Education Project,http://www.worldbank.org/projects/P073967?lang=en,"Moarcas,Mariana Doina",Specific Investment Loan,Education,IBRD/IDA,0,51,0,51,85%
FY03,Europe & Central Asia,Tajikistan,P069055,Education Modernization Project,http://www.worldbank.org/projects/P069055?lang=en,"Bazarova,Saodat",Specific Investment Loan,Education,IBRD/IDA,20,0,0,20,100%
FY03,Europe & Central Asia,Turkey,P059872,Basic Education 2 Project,http://www.worldbank.org/projects/P059872?lang=en,"McLaughlin,Maureen Anne",Adaptable Program Loan,Education,IBRD/IDA,0,294,0,294,98%
FY03,Latin America & Caribbean,Bolivia,P082700,Social Safety Net SAC Project,http://www.worldbank.org/projects/P082700?lang=en,"Salazar,Manuel",Structural Adjustment Loan,Social Protection & Labor,IBRD/IDA,7,0,0,7,20%
FY03,Latin America & Caribbean,Brazil,P070827,Bahia Education Project - Second Phase,http://www.worldbank.org/projects/P070827?lang=en,"Rodriguez,Alberto",Adaptable Program Loan,Education,IBRD/IDA,0,60,0,60,100%
FY03,Latin America & Caribbean,Brazil,P080746,First Programmatic Human Development Sector Reform Loan Project ,http://www.worldbank.org/projects/P080746?lang=en,"Lindert,Kathy A.",Programmatic Structural Adjustment Loan,Education,IBRD/IDA,0,202.02,0,202.02,40%
FY03,Latin America & Caribbean,Chile,P077282,Science For The Knowledge Economy Project,http://www.worldbank.org/projects/P077282?lang=en,"Marotta,Daniela",Adaptable Program Loan,Education,IBRD/IDA,0,22.73,0,22.73,90%
FY03,Latin America & Caribbean,Colombia,P069861,Social Sector Adjustment Loan Project,http://www.worldbank.org/projects/P069861?lang=en,"Paqueo,Vicente B.",Sector Adjustment Loan,Social Protection & Labor,IBRD/IDA,0,46.5,0,46.5,30%
FY03,Latin America & Caribbean,Colombia,P074138,Higher Education - Improving Access,http://www.worldbank.org/projects/P074138?lang=en,"Caballero,Alejandro",Specific Investment Loan,Education,IBRD/IDA,0,194,0,194,97%
FY03,Latin America & Caribbean,Colombia,P080831,Programmatic Fiscal And Institutional Structural Adjustme,http://www.worldbank.org/projects/P080831?lang=en,"Rojas,Fernando",Programmatic Structural Adjustment Loan,Governance,IBRD/IDA,0,30,0,30,10%
FY03,Latin America & Caribbean,Dominican Republic,P054937,Early Childhood Education Project,http://www.worldbank.org/projects/P054937?lang=en,"McEvoy,Karla J.",Specific Investment Loan,Education,IBRD/IDA,0,37.8,0,37.8,90%
FY03,Latin America & Caribbean,Ecuador,P082395,First Programmatic Human Dev. Reform,http://www.worldbank.org/projects/P082395?lang=en,"Dulitzky,Daniel",Programmatic Structural Adjustment Loan,"Health, Nutrition & Population",IBRD/IDA,0,12.5,0,12.5,25%
FY03,Latin America & Caribbean,El Salvador,P064919,Judicial Modernization Project,http://www.worldbank.org/projects/P064919?lang=en,"Leyton,Alberto",Technical Assistance Loan,Governance,IBRD/IDA,0,1.82,0,1.82,10%
FY03,Latin America & Caribbean,Grenada,P077759,OECS Education Development Project,http://www.worldbank.org/projects/P077759?lang=en,"Nannyonjo,Harriet",Adaptable Program Loan,Education,IBRD/IDA,4,4,0,8,100%
FY03,Latin America & Caribbean,Guyana,P073851,Poverty Red. Support Credit  I (PRSC),http://www.worldbank.org/projects/P073851?lang=en,"Rouis,Mustapha",Poverty Reduction Support Credit,Macro Economics & Fiscal Management,IBRD/IDA,2.4,0,0,2.4,20%
FY03,Latin America & Caribbean,Honduras,P081172,Regional Development In The Copan Valley Project,http://www.worldbank.org/projects/P081172?lang=en,"Abakerli B,Stefania B.",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,2.4,0,0,2.4,20%
FY03,Latin America & Caribbean,Jamaica,P071589,Reform Of Secondary Education Project II,http://www.worldbank.org/projects/P071589?lang=en,"Hobbs,Cynthia",Specific Investment Loan,Education,IBRD/IDA,0,39.8,0,39.8,100%
FY03,Latin America & Caribbean,Jamaica,P076837,National Community Development Project,http://www.worldbank.org/projects/P076837?lang=en,"Samad,Taimur",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,3,0,3,20%
FY03,Latin America & Caribbean,Nicaragua,P074760,Programatic Structural Adjustment Credit,http://www.worldbank.org/projects/P074760?lang=en,"Lachler,Ulrich",Programmatic Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,3,0,0,3,20%
FY03,Latin America & Caribbean,Peru,P055232,Rural Education Project,http://www.worldbank.org/projects/P055232?lang=en,"Benavides,Livia M.",Adaptable Program Loan,Education,IBRD/IDA,0,42,0,42,80%
FY03,Latin America & Caribbean,Peru,P073817,Programmatic Social Reform Loan II,http://www.worldbank.org/projects/P073817?lang=en,"Rofman,Rafael P.",Programmatic Structural Adjustment Loan,Social Protection & Labor,IBRD/IDA,0,20,0,20,20%
FY03,Latin America & Caribbean,Peru,P078280,TFSCB Grant For Economic And Social Data About Afro-Peruvian,http://www.worldbank.org/projects/P078280?lang=en,"Stubbs,Josefina",Technical Assistance Loan,"Social, Urban, Rural and Resilience Global Practice",Recipient Executed Activities,0,0,0.05,0.05,100%
FY03,Latin America & Caribbean,Uruguay,P081495,Uruguay Public Services And Social Sectors and Special Structural Adjustment Loan Project ,http://www.worldbank.org/projects/P081495?lang=en,"Velez,Carlos E.",Special Structural Adjustment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,50.51,0,50.51,50%
FY03,Middle East & North Africa,Djibouti,P082221,Public Works And Social Development Supplemental Project,http://www.worldbank.org/projects/P082221?lang=en,"Bigio,Anthony G.",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,1,0,0,1,20%
FY03,Middle East & North Africa,"Iran, Islamic Republic of",P080802,Earthquake Emergency Response,http://www.worldbank.org/projects/P080802?lang=en,"Brotsis,Christianna Johnnides",Emergency Recovery Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0,18,0,18,10%
FY03,Middle East & North Africa,Jordan,P066826,Public Sector Reform Adjustment Loan (02) Project,http://www.worldbank.org/projects/P066826?lang=en,"Zacchia,Paolo B.",Programmatic Structural Adjustment Loan,Governance,IBRD/IDA,0,12,0,12,10%
FY03,Middle East & North Africa,Jordan,P075829,Education Reform For Knowledge Economy I Program,http://www.worldbank.org/projects/P075829?lang=en,"Moreno Olmedilla,Juan Manuel",Sector Investment and Maintenance Loan,Education,IBRD/IDA,0,120,0,120,100%
FY03,Middle East & North Africa,Morocco,P075808,Alpha Maroc Project,http://www.worldbank.org/projects/P075808?lang=en,"Radji,Rachidi B.",Learning and Innovation Loan,Education,IBRD/IDA,0,3.28,0,3.28,80%
FY03,Middle East & North Africa,Tunisia,P081807,Pilot Cultural Patrimony Education Program,http://www.worldbank.org/projects/P081807?lang=en,"English,Linda K.",Technical Assistance Loan,Education,Recipient Executed Activities,0,0,0.01,0.01,100%
FY03,Middle East & North Africa,West Bank and Gaza,P078136,Emergency Services Support Project II,http://www.worldbank.org/projects/P078136?lang=en,"Kanaan,Sima W.",Emergency Recovery Loan,Social Protection & Labor,Special Financing,0,0,11.25,11.25,45%
FY03,South Asia,Bangladesh,P053578,Social Investment Program Project,http://www.worldbank.org/projects/P053578?lang=en,"Seck,Ousmane",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0.91,0,0,0.91,5%
FY03,South Asia,India,P071272,Andhra Pradesh Rural Poverty Reduction Project,http://www.worldbank.org/projects/P071272?lang=en,"Shah,Parmesh",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,45.01,0,0,45.01,30%
FY03,South Asia,India,P072123,Technical/Engineering Education Quality Improvement Project,http://www.worldbank.org/projects/P072123?lang=en,"Blom,Andreas",Specific Investment Loan,Education,IBRD/IDA,242.5,0,0,242.5,97%
FY03,South Asia,Nepal,P071291,Financial Sector Technical Assistance Project,http://www.worldbank.org/projects/P071291?lang=en,"Shrestha,Sabin Raj",Technical Assistance Loan,Finance & Markets,IBRD/IDA,0.16,0,0,0.16,1%
FY03,South Asia,Nepal,P082646,Community School Support Project,http://www.worldbank.org/projects/P082646?lang=en,"Joshi,Rajendra Dhoj",Learning and Innovation Loan,Education,IBRD/IDA,5,0,0,5,100%
FY03,South Asia,Pakistan,P075810,Sindh Structural Adjustment Credit,http://www.worldbank.org/projects/P075810?lang=en,"Ahsan,Ahmad",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,20,0,0,20,20%
FY03,South Asia,Pakistan,P077834,NWFP Structural Adjustment Credit,http://www.worldbank.org/projects/P077834?lang=en,"Wade,Paul",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,18,0,0,18,20%
FY03,South Asia,Sri Lanka,P050741,Improving Relevance And Quality Of Undergraduate Education,http://www.worldbank.org/projects/P050741?lang=en,"Nagashima,Yoko",Specific Investment Loan,Education,IBRD/IDA,33.05,0,0,33.05,82%
FY02,Africa,Africa,P071727,"External Partnerships:  ADEA, UNSIA",http://www.worldbank.org/projects/P071727?lang=en,"Panasco Santos,Cristina Isabel",Learning and Innovation Loan,Education,Recipient Executed Activities,,,,3.86,100%
FY02,Africa,Burkina Faso,P000309,Basic Education Sector Project,http://www.worldbank.org/projects/P000309?lang=en,"Ouedraogo,Adama",Specific Investment Loan,Education,IBRD/IDA,24.78,0,0,24.78,76%
FY02,Africa,Burkina Faso,P072106,Poverty Reduction Support Credit (1),http://www.worldbank.org/projects/P072106?lang=en,"Monga,Celestin",Poverty Reduction Support Credit,Macro Economics & Fiscal Management,IBRD/IDA,11.25,0,0,11.25,25%
FY02,Africa,Burundi,P071371,Multisectoral HIV/AIDS Control And Orphans Project,http://www.worldbank.org/projects/P071371?lang=en,"Kantabaze,Pamphile",Adaptable Program Loan,"Health, Nutrition & Population",IBRD/IDA,7.2,0,0,7.2,20%
FY02,Africa,"Congo, Republic of",P073316,Post Conflict - Economic Rehabilitation Credit,http://www.worldbank.org/projects/P073316?lang=en,"Khenissi,Slaheddine",Emergency Recovery Loan,Macro Economics & Fiscal Management,IBRD/IDA,7.53,0,0,7.53,20%
FY02,Africa,Cote d'Ivoire,P071375,Economic Recovery Credit,http://www.worldbank.org/projects/P071375?lang=en,"Bogetic,Zeljko",Structural Adjustment Loan,Agriculture,IBRD/IDA,20,0,0,20,10%
FY02,Africa,Eritrea,P073604,Emergency Demobilization & Reintegration Project,http://www.worldbank.org/projects/P073604?lang=en,"Namara,Suleiman",Emergency Recovery Loan,Social Protection & Labor,IBRD/IDA,3,0,0,3,5%
FY02,Africa,Guinea,P050046,Education For All Project,http://www.worldbank.org/projects/P050046?lang=en,"Lahire,Nathalie",Adaptable Program Loan,Education,IBRD/IDA,60.9,0,0,60.9,87%
FY02,Africa,Guinea,P065128,Structural Adjustment Credit Project (04),http://www.worldbank.org/projects/P065128?lang=en,"Larbi,Ezzeddine",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,4.5,0,0,4.5,9%
FY02,Africa,Kenya,P078932,Fifth Dimension: FY02 IDA Reflows,http://www.worldbank.org/projects/P078932?lang=en,"Agbonyitor,Alberto D. K.",Structural Adjustment Loan,Governance,IBRD/IDA,0.15,0,0,0.15,10%
FY02,Africa,Mali,P072785,Structural Adjustment Credit Project (03),http://www.worldbank.org/projects/P072785?lang=en,"Wood,Christina A.",Structural Adjustment Loan,Governance,IBRD/IDA,5.6,0,0,5.6,8%
FY02,Africa,Mauritania,P069095,Urban Development Program,http://www.worldbank.org/projects/P069095?lang=en,"Abdelwedoud,Brahim",Adaptable Program Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,15.4,0,0,15.4,22%
FY02,Africa,Mauritania,P071308,Education Sector Development Program,http://www.worldbank.org/projects/P071308?lang=en,"Diallo,Cherif",Adaptable Program Loan,Education,IBRD/IDA,42.8,0,0,42.8,87%
FY02,Africa,Mauritius,P075070,Public Expenditure Reform Loan,http://www.worldbank.org/projects/P075070?lang=en,"Kostopoulos,Christos",Structural Adjustment Loan,Governance,IBRD/IDA,0,10,0,10,25%
FY02,Africa,Mozambique,P069824,Higher Education Project,http://www.worldbank.org/projects/P069824?lang=en,"Rojas,Carlos A.",Sector Investment and Maintenance Loan,Education,IBRD/IDA,54,0,0,54,90%
FY02,Africa,Niger,P069569,Public Expenditure Adjustment Credit Project,http://www.worldbank.org/projects/P069569?lang=en,"Pinto Moreira,Emmanuel",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,15.4,0,0,15.4,22%
FY02,Africa,Nigeria,P069901,Community-Based Urban Development Project,http://www.worldbank.org/projects/P069901?lang=en,"Kida,Hassan Madu",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,28.6,0,0,28.6,26%
FY02,Africa,Sierra Leone,P074642,Economic Rehabilitation And Recovery Credit (2),http://www.worldbank.org/projects/P074642?lang=en,"Addison,Douglas M.",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,6,0,0,6,12%
FY02,Africa,Tanzania,P071012,Primary Education Development Program,http://www.worldbank.org/projects/P071012?lang=en,"Lasway,Rest Barnabas",Sector Adjustment Loan,Education,IBRD/IDA,150,0,0,150,100%
FY02,Africa,Tanzania,P076093,Lake Victoria Environmental Management Project (LVEMP) - Supplemental credit,http://www.worldbank.org/projects/P076093?lang=en,"Kaguamba,Richard John",Specific Investment Loan,Environment & Natural Resources,IBRD/IDA,0.5,0,0,0.5,10%
FY02,Africa,Uganda,P074078,Decentralized Service Delivery:  A Makerere University Train,http://www.worldbank.org/projects/P074078?lang=en,"Crawford,Michael F.",Learning and Innovation Loan,Education,IBRD/IDA,5,0,0,5,100%
FY02,East Asia & Pacific,Cambodia,P070875,Land Management And Administration Project,http://www.worldbank.org/projects/P070875?lang=en,"Jipp,Peter",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,0.73,0,0,0.73,3%
FY02,East Asia & Pacific,Indonesia,P067803,Sangihe - Talaud Islands Project,http://www.worldbank.org/projects/P067803?lang=en,"Whitten,Anthony J.",??,Environment & Natural Resources,GEF Medium Sized Program,0,0,0.07,0.07,13%
FY02,East Asia & Pacific,Indonesia,P072852,Second Urban Poverty Project,http://www.worldbank.org/projects/P072852?lang=en,"Soraya,George",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,19.04,7.97,0,27,27%
FY02,East Asia & Pacific,Indonesia,P073970,Global Development Learning Network Project,http://www.worldbank.org/projects/P073970?lang=en,"Chang,Mae Chu",Learning and Innovation Loan,Education,IBRD/IDA,0,1.2,0,1.2,45%
FY02,East Asia & Pacific,Lao People's Democratic Republic,P077326,Poverty Reduction Fund,http://www.worldbank.org/projects/P077326?lang=en,"Wiederhofer,Ingo",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,5.42,0,0,5.42,28%
FY02,East Asia & Pacific,Philippines,P069916,2nd Social Expenditure Management,http://www.worldbank.org/projects/P069916?lang=en,"Banzon,Eduardo P.",Sector Investment and Maintenance Loan,"Health, Nutrition & Population",IBRD/IDA,0,70,0,70,70%
FY02,East Asia & Pacific,Timor-Leste,P072647,Fundamental School Quality Project,http://www.worldbank.org/projects/P072647?lang=en,"Strudwick,Jerry G.",Specific Investment Loan,Education,Special Financing,0,0,12.23,12.23,88%
FY02,East Asia & Pacific,Vietnam,P051838,Primary Teacher Development,http://www.worldbank.org/projects/P051838?lang=en,"Mai,Thanh Thi",Specific Investment Loan,Education,IBRD/IDA,19.24,0,0,19.24,97%
FY02,East Asia & Pacific,Vietnam,P059936,Northern Mountains Poverty Reduction Project,http://www.worldbank.org/projects/P059936?lang=en,"Vo,Son Thanh",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,11,0,0,11,10%
FY02,Europe & Central Asia,Albania,P069935,Poverty Reduction Strategy Credit (PRSC),http://www.worldbank.org/projects/P069935?lang=en,"Goldman,Philip S.",Poverty Reduction Support Credit,Social Protection & Labor,IBRD/IDA,4,0,0,4,20%
FY02,Europe & Central Asia,Lithuania,P070112,Education Improvement Project,http://www.worldbank.org/projects/P070112?lang=en,"Arnhold,Nina",Specific Investment Loan,Education,IBRD/IDA,0,2.79,0,2.79,11%
FY02,Europe & Central Asia,Moldova,P074512,Reconciliation Through General Secondary Education (JSDF) Partnership,http://www.worldbank.org/projects/P074512?lang=en,"Pinzari,Ala",Specific Investment Loan,Education,Recipient Executed Activities,0,0,0.8,0.8,100%
FY02,Europe & Central Asia,Romania,P066065,Agricultural Pollution Control GEF Project,http://www.worldbank.org/projects/P066065?lang=en,"Petrescu,Doina",Specific Investment Loan,Environment & Natural Resources,Global Environment Project,0,0,0.41,0.41,8%
FY02,Europe & Central Asia,Russian Federation,P071337,Khabarovsk Habitat Conservation MSP,http://www.worldbank.org/projects/P071337?lang=en,"Kushlin,Andrey V.",Specific Investment Loan,Environment & Natural Resources,GEF Medium Sized Program,0,0,0.14,0.14,18%
FY02,Europe & Central Asia,Serbia,P075189,Education Improvement Project,http://www.worldbank.org/projects/P075189?lang=en,"Linden,Tobias",Specific Investment Loan,Education,IBRD/IDA,6.4,0,0,6.4,64%
FY02,Europe & Central Asia,Turkey,P074408,Social Risk Mitigation Project (SRMP),http://www.worldbank.org/projects/P074408?lang=en,"Innes,John A.",Sector Adjustment Loan,Social Protection & Labor,IBRD/IDA,0,60,0,60,12%
FY02,Europe & Central Asia,Ukraine,P069858,Social Investment Fund Project,http://www.worldbank.org/projects/P069858?lang=en,"Prywes,Menahem M.",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0,10.04,0,10.04,20%
FY02,Latin America & Caribbean,Argentina,P069913,Santa Fe Provincial Reform Adjustment Loan,http://www.worldbank.org/projects/P069913?lang=en,"Rojas,Fernando",Structural Adjustment Loan,Governance,IBRD/IDA,0,92.4,0,92.4,28%
FY02,Latin America & Caribbean,Brazil,P057653,Third School Improvement (FUNDESCOLA IIIA) Project,http://www.worldbank.org/projects/P057653?lang=en,"Valerio,Alexandria",Adaptable Program Loan,Education,IBRD/IDA,0,59.2,0,59.2,37%
FY02,Latin America & Caribbean,Chile,P068271,Life-Long Learning And Training Project,http://www.worldbank.org/projects/P068271?lang=en,"Ringold,Dena",Specific Investment Loan,Education,IBRD/IDA,0,70.45,0,70.45,93%
FY02,Latin America & Caribbean,Jamaica,P076830,Emergency Recovery Loan,http://www.worldbank.org/projects/P076830?lang=en,"Sislen,David N.",Structural Adjustment Loan,Governance,IBRD/IDA,0,13.5,0,13.5,18%
FY02,Latin America & Caribbean,Latin America,P068121,Environmental Protection And Sustainable Development Of the Guarani Aquifer System Project,http://www.worldbank.org/projects/P068121?lang=en,"Olson,Douglas C.",Technical Assistance Loan,Water,Global Environment Project,0,0,0.4,0.4,3%
FY02,Latin America & Caribbean,Mexico,P057531,Basic Education Development Phase II,http://www.worldbank.org/projects/P057531?lang=en,"Patrinos,Harry Anthony",Adaptable Program Loan,Education,IBRD/IDA,0,264,0,264,88%
FY02,Latin America & Caribbean,Mexico,P074750,Tax Reform Adjustment Loan,http://www.worldbank.org/projects/P074750?lang=en,"Webb,Steven Benjamin",Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,0,9.09,0,9.09,3%
FY02,Latin America & Caribbean,St. Kitts and Nevis,P075978,Education Development Project,http://www.worldbank.org/projects/P075978?lang=en,"Nannyonjo,Harriet",Adaptable Program Loan,Education,IBRD/IDA,0,4.2,0,4.2,84%
FY02,Latin America & Caribbean,St. Lucia,P077712,Education Development Project,http://www.worldbank.org/projects/P077712?lang=en,"Nannyonjo,Harriet",Adaptable Program Loan,Education,IBRD/IDA,5.7,5.7,0,11.4,95%
FY02,Latin America & Caribbean,Uruguay,P070937,Third Basic Education Quality Improvement Project,http://www.worldbank.org/projects/P070937?lang=en,"Ambasz,Diego",Specific Investment Loan,Education,IBRD/IDA,0,36.12,0,36.12,86%
FY02,Middle East & North Africa,"Egypt, Arab Republic of",P056236,Higher Education Enhancement Project,http://www.worldbank.org/projects/P056236?lang=en,"Cuadra,Ernesto P.",Specific Investment Loan,Education,IBRD/IDA,0,33.5,0,33.5,67%
FY02,Middle East & North Africa,Morocco,P073531,Support For The Social Development Agency Project,http://www.worldbank.org/projects/P073531?lang=en,"Poupart,Nadine T.",Specific Investment Loan,Social Protection & Labor,IBRD/IDA,0,1.05,0,1.05,21%
FY02,Middle East & North Africa,Tunisia,P048315,Protected Areas Management Project,http://www.worldbank.org/projects/P048315?lang=en,"Soliman,Ayat",Specific Investment Loan,Environment & Natural Resources,Global Environment Project,0,0,0.53,0.53,10%
FY02,Middle East & North Africa,West Bank and Gaza,P069986,Integrated Community Development Project,http://www.worldbank.org/projects/P069986?lang=en,"Brhane,Meskerem",Specific Investment Loan,Social Protection & Labor,Special Financing,0,0,3,3,30%
FY02,Middle East & North Africa,West Bank and Gaza,P075984,Emergency Services Support Project,http://www.worldbank.org/projects/P075984?lang=en,"Kanaan,Sima W.",Emergency Recovery Loan,Social Protection & Labor,Special Financing,0,0,3.4,3.4,17%
FY02,Middle East & North Africa,"Yemen, Republic of",P076183,Higher Education Project,http://www.worldbank.org/projects/P076183?lang=en,"Perkins,Gillian M.",Learning and Innovation Loan,Education,IBRD/IDA,3.4,0,0,3.4,68%
FY02,OTHER,World,P079824,Global Promotion of Youth-Led Enterprises in Off-Grid Renewable Energy,http://www.worldbank.org/projects/P079824?lang=en,"Mathur,Ajay",Technical Assistance Loan,GEF Medium Sized Program,Environment & Natural Resources,0,0,0.4,0.4,50%
FY02,South Asia,Afghanistan,P077896,Emergency Education Rehabilitation & Development Project,http://www.worldbank.org/projects/P077896?lang=en,"Wajdi,Habibullah",Emergency Recovery Loan,Education,IBRD/IDA,9.45,0,0,9.45,63%
FY02,South Asia,Bangladesh,P044876,Female Secondary School Assistance Project-Ii,http://www.worldbank.org/projects/P044876?lang=en,"Appasamy,Irajen",Specific Investment Loan,Education,IBRD/IDA,83.42,0,0,83.42,69%
FY02,South Asia,India,P059149,Karnataka Structural Adjustment Loan Ii,http://www.worldbank.org/projects/P059149?lang=en,"Dasgupta,Paramita",Programmatic Structural Adjustment Loan,Macro Economics & Fiscal Management,IBRD/IDA,1.5,1.5,0,3,3%
FY02,South Asia,India,P072972,Gujarat District Primary Education Project,http://www.worldbank.org/projects/P072972?lang=en,"Sankar,Deepa",Technical Assistance Loan,Education,Recipient Executed Activities,0,0,15.75,15.75,100%
FY01,Africa,Africa,P052301,African Virtual University,http://www.worldbank.org/projects/P052301?lang=en,"Hawkins,Robert J.",Learning and Innovation Loan,Recipient Executed Activities,Education,0,0,14.1,14.1,100%
FY01,Africa,Africa,P087666,Africa Virtual University,http://www.worldbank.org/projects/P087666?lang=en,"Hawkins,Robert J.",Learning and Innovation Loan,Recipient Executed Activities,Education,0,0,2.48,2.48,100%
FY01,Africa,Benin,P061577,Public Expenditure Reform Adustment Credit Project ,http://www.worldbank.org/projects/P061577?lang=en,"Leroy-Themeze,Claude M.L.",Structural Adjustment Loan,Governance,IBRD/IDA,0.5,0,0,0.5,5%
FY01,Africa,Burundi,P064961,Public Works And Employment Creation Project,http://www.worldbank.org/projects/P064961?lang=en,"Niyungeko,Deo-Marcel",Specific Investment Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,8.4,0,0,8.4,21%
FY01,Africa,Eritrea,P065713,"HIV/AIDS, Malaria, STD & TB (HAMSET) Control Project",http://www.worldbank.org/projects/P065713?lang=en,"Nguyen,Son Nam",Adaptable Program Loan,"Health, Nutrition & Population",IBRD/IDA,0.8,0,0,0.8,2%
FY01,Africa,Eritrea,P068463,Integrated Early Childhood Development Project,http://www.worldbank.org/projects/P068463?lang=en,"Hirshberg,Susan E.",Specific Investment Loan,Education,IBRD/IDA,14.4,0,0,14.4,36%
FY01,Africa,Ethiopia,P052315,Conservation And Sustainable Use Of Medicinal Plants Project,http://www.worldbank.org/projects/P052315?lang=en,"Manna,Berhane",Learning and Innovation Loan,"Social, Urban, Rural and Resilience Global Practice",IBRD/IDA,1.74,0,0,1.74,67%
FY01,Africa,Ethiopia,P069083,Distance Learning Project,http://www.worldbank.org/projects/P069083?lang=en,"Rezaian,Abdolreza B.",Learning and Innovation Loan,Education,IBRD/IDA,0.88,0,0,0.88,18%
